tender_date,delivery_date,awarded_mw,offered_mw,clearing_price_eur_mw_week,marginal_price_eur_mw_week,num_bids
2024-06-15,2024-06-15,564.0,562.0,216.52,216.52,
2024-06-15,2024-06-15,564.0,614.0,50.96,50.96,
2024-06-16,2024-06-16,564.0,618.0,48.72,48.72,
2024-06-16,2024-06-16,564.0,596.0,71.14,71.14,
2024-06-16,2024-06-16,564.0,587.0,188.16,188.16,
2024-06-16,2024-06-16,564.0,570.0,311.24,311.24,
2024-06-16,2024-06-16,564.0,585.0,150.18,150.18,
2024-06-16,2024-06-16,564.0,593.0,86.3,86.3,
2024-06-17,2024-06-17,564.0,648.0,46.82,46.82,
2024-06-17,2024-06-17,564.0,637.0,63.88,63.88,
2024-06-17,2024-06-17,564.0,570.0,126.0,126.0,
2024-06-17,2024-06-17,564.0,583.0,198.52,198.52,
2024-06-17,2024-06-17,564.0,594.0,97.68,97.68,
2024-06-17,2024-06-17,564.0,625.0,67.0,67.0,
2024-06-18,2024-06-18,564.0,593.0,100.12,100.12,
2024-06-18,2024-06-18,564.0,548.0,178.81,178.81,
2024-06-18,2024-06-18,564.0,585.0,92.0,92.0,
2024-06-18,2024-06-18,564.0,537.0,109.0,109.0,
2024-06-18,2024-06-18,564.0,613.0,48.84,48.84,
2024-06-18,2024-06-18,564.0,579.0,71.0,71.0,
2024-06-19,2024-06-19,564.0,599.0,44.23,44.23,
2024-06-19,2024-06-19,564.0,569.0,65.36,65.36,
2024-06-19,2024-06-19,564.0,452.0,210.0,210.0,
2024-06-19,2024-06-19,564.0,541.0,206.61,206.61,
2024-06-19,2024-06-19,564.0,583.0,126.65,126.65,
2024-06-19,2024-06-19,564.0,580.0,67.51,67.51,
2024-06-20,2024-06-20,564.0,576.0,92.6,92.6,
2024-06-20,2024-06-20,564.0,522.0,100.0,100.0,
2024-06-20,2024-06-20,564.0,504.0,184.0,184.0,
2024-06-20,2024-06-20,564.0,640.0,41.76,41.76,
2024-06-20,2024-06-20,564.0,637.0,68.63,68.63,
2024-06-20,2024-06-20,564.0,499.0,141.8,141.8,
2024-06-21,2024-06-21,564.0,539.0,135.0,135.0,
2024-06-21,2024-06-21,564.0,574.0,97.85,97.85,
2024-06-21,2024-06-21,564.0,592.0,86.0,86.0,
2024-06-21,2024-06-21,564.0,529.0,127.6,127.6,
2024-06-21,2024-06-21,564.0,638.0,41.44,41.44,
2024-06-21,2024-06-21,564.0,651.0,59.51,59.51,
2024-06-22,2024-06-22,564.0,620.0,45.16,45.16,
2024-06-22,2024-06-22,564.0,631.0,66.4,66.4,
2024-06-22,2024-06-22,564.0,623.0,170.24,170.24,
2024-06-22,2024-06-22,564.0,619.0,232.2,232.2,
2024-06-22,2024-06-22,564.0,597.0,127.2,127.2,
2024-06-22,2024-06-22,564.0,556.0,73.3,73.3,
2024-06-23,2024-06-23,564.0,564.0,92.53,92.53,
2024-06-23,2024-06-23,564.0,588.0,119.17,119.17,
2024-06-23,2024-06-23,564.0,577.0,245.75,245.75,
2024-06-23,2024-06-23,564.0,644.0,83.61,83.61,
2024-06-23,2024-06-23,564.0,629.0,47.08,47.08,
2024-06-23,2024-06-23,564.0,580.0,177.25,177.25,
2024-06-24,2024-06-24,564.0,619.0,47.72,47.72,
2024-06-24,2024-06-24,564.0,615.0,64.75,64.75,
2024-06-24,2024-06-24,564.0,511.0,148.66,148.66,
2024-06-24,2024-06-24,564.0,519.0,193.84,193.84,
2024-06-24,2024-06-24,564.0,523.0,112.88,112.88,
2024-06-24,2024-06-24,564.0,584.0,92.0,92.0,
2024-06-25,2024-06-25,564.0,548.0,107.3,107.3,
2024-06-25,2024-06-25,564.0,584.0,68.0,68.0,
2024-06-25,2024-06-25,564.0,555.0,173.53,173.53,
2024-06-25,2024-06-25,564.0,599.0,42.03,42.03,
2024-06-25,2024-06-25,564.0,598.0,65.97,65.97,
2024-06-25,2024-06-25,564.0,532.0,161.72,161.72,
2024-06-26,2024-06-26,564.0,589.0,37.72,37.72,
2024-06-26,2024-06-26,564.0,603.0,61.26,61.26,
2024-06-26,2024-06-26,564.0,530.0,129.24,129.24,
2024-06-26,2024-06-26,564.0,526.0,160.0,160.0,
2024-06-26,2024-06-26,564.0,562.0,97.32,97.32,
2024-06-26,2024-06-26,564.0,587.0,62.67,62.67,
2024-06-27,2024-06-27,564.0,614.0,59.17,59.17,
2024-06-27,2024-06-27,564.0,585.0,85.0,85.0,
2024-06-27,2024-06-27,564.0,552.0,114.0,114.0,
2024-06-27,2024-06-27,564.0,581.0,34.29,34.29,
2024-06-27,2024-06-27,564.0,612.0,49.07,49.07,
2024-06-27,2024-06-27,564.0,547.0,90.0,90.0,
2024-06-28,2024-06-28,564.0,541.0,84.32,84.32,
2024-06-28,2024-06-28,564.0,578.0,50.0,50.0,
2024-06-28,2024-06-28,564.0,515.0,168.3,168.3,
2024-06-28,2024-06-28,564.0,593.0,34.0,34.0,
2024-06-28,2024-06-28,564.0,589.0,51.64,51.64,
2024-06-28,2024-06-28,564.0,518.0,101.43,101.43,
2024-06-29,2024-06-29,564.0,579.0,38.57,38.57,
2024-06-29,2024-06-29,564.0,558.0,49.0,49.0,
2024-06-29,2024-06-29,564.0,525.0,120.0,120.0,
2024-06-29,2024-06-29,564.0,531.0,150.0,150.0,
2024-06-29,2024-06-29,564.0,555.0,100.0,100.0,
2024-06-29,2024-06-29,564.0,552.0,53.64,53.64,
2024-06-30,2024-06-30,564.0,574.0,41.25,41.25,
2024-06-30,2024-06-30,564.0,558.0,55.0,55.0,
2024-06-30,2024-06-30,564.0,533.0,135.0,135.0,
2024-06-30,2024-06-30,564.0,527.0,144.62,144.62,
2024-06-30,2024-06-30,564.0,552.0,110.4,110.4,
2024-06-30,2024-06-30,564.0,540.0,58.01,58.01,
2024-07-01,2024-07-01,564.0,582.0,74.43,74.43,
2024-07-01,2024-07-01,564.0,523.0,113.0,113.0,
2024-07-01,2024-07-01,564.0,498.0,148.0,148.0,
2024-07-01,2024-07-01,564.0,577.0,57.5,57.5,
2024-07-01,2024-07-01,564.0,594.0,44.23,44.23,
2024-07-01,2024-07-01,564.0,508.0,148.0,148.0,
2024-07-02,2024-07-02,564.0,557.0,100.75,100.75,
2024-07-02,2024-07-02,564.0,537.0,115.0,115.0,
2024-07-02,2024-07-02,564.0,606.0,66.0,66.0,
2024-07-02,2024-07-02,564.0,623.0,65.02,65.02,
2024-07-02,2024-07-02,564.0,642.0,41.4,41.4,
2024-07-02,2024-07-02,564.0,546.0,118.44,118.44,
2024-07-03,2024-07-03,564.0,631.0,39.84,39.84,
2024-07-03,2024-07-03,564.0,619.0,61.44,61.44,
2024-07-03,2024-07-03,564.0,584.0,100.0,100.0,
2024-07-03,2024-07-03,564.0,573.0,89.4,89.4,
2024-07-03,2024-07-03,564.0,584.0,71.0,71.0,
2024-07-03,2024-07-03,564.0,599.0,60.5,60.5,
2024-07-04,2024-07-04,564.0,576.0,136.4,136.4,
2024-07-04,2024-07-04,564.0,543.0,77.84,77.84,
2024-07-04,2024-07-04,564.0,555.0,183.12,183.12,
2024-07-04,2024-07-04,564.0,622.0,38.15,38.15,
2024-07-04,2024-07-04,564.0,606.0,63.16,63.16,
2024-07-04,2024-07-04,564.0,565.0,168.76,168.76,
2024-07-05,2024-07-05,564.0,602.0,39.25,39.25,
2024-07-05,2024-07-05,564.0,584.0,65.06,65.06,
2024-07-05,2024-07-05,564.0,549.0,152.2,152.2,
2024-07-05,2024-07-05,564.0,537.0,197.48,197.48,
2024-07-05,2024-07-05,564.0,527.0,125.3,125.3,
2024-07-05,2024-07-05,564.0,538.0,62.0,62.0,
2024-07-06,2024-07-06,564.0,621.0,41.0,41.0,
2024-07-06,2024-07-06,564.0,576.0,64.6,64.6,
2024-07-06,2024-07-06,564.0,540.0,167.31,167.31,
2024-07-06,2024-07-06,564.0,537.0,228.38,228.38,
2024-07-06,2024-07-06,564.0,549.0,131.08,131.08,
2024-07-06,2024-07-06,564.0,559.0,99.2,99.2,
2024-07-07,2024-07-07,564.0,633.0,89.6,89.6,
2024-07-07,2024-07-07,564.0,610.0,135.24,135.24,
2024-07-07,2024-07-07,564.0,589.0,247.92,247.92,
2024-07-07,2024-07-07,564.0,593.0,166.16,166.16,
2024-07-07,2024-07-07,564.0,599.0,59.28,59.28,
2024-07-07,2024-07-07,564.0,584.0,80.0,80.0,
2024-07-08,2024-07-08,564.0,587.0,107.0,107.0,
2024-07-08,2024-07-08,564.0,627.0,184.07,184.07,
2024-07-08,2024-07-08,564.0,632.0,98.04,98.04,
2024-07-08,2024-07-08,564.0,619.0,56.64,56.64,
2024-07-08,2024-07-08,564.0,648.0,44.12,44.12,
2024-07-08,2024-07-08,564.0,591.0,146.92,146.92,
2024-07-09,2024-07-09,564.0,606.0,37.1,37.1,
2024-07-09,2024-07-09,564.0,624.0,60.48,60.48,
2024-07-09,2024-07-09,564.0,543.0,132.2,132.2,
2024-07-09,2024-07-09,564.0,589.0,177.56,177.56,
2024-07-09,2024-07-09,564.0,560.0,89.32,89.32,
2024-07-09,2024-07-09,564.0,606.0,68.0,68.0,
2024-07-10,2024-07-10,564.0,527.0,66.5,66.5,
2024-07-10,2024-07-10,564.0,587.0,56.0,56.0,
2024-07-10,2024-07-10,564.0,523.0,131.64,131.64,
2024-07-10,2024-07-10,564.0,589.0,56.08,56.08,
2024-07-10,2024-07-10,564.0,499.0,93.0,93.0,
2024-07-10,2024-07-10,564.0,589.0,34.88,34.88,
2024-07-11,2024-07-11,564.0,605.0,28.0,28.0,
2024-07-11,2024-07-11,564.0,614.0,44.0,44.0,
2024-07-11,2024-07-11,564.0,473.0,56.8,56.8,
2024-07-11,2024-07-11,564.0,477.0,87.0,87.0,
2024-07-11,2024-07-11,564.0,568.0,51.0,51.0,
2024-07-11,2024-07-11,564.0,609.0,40.0,40.0,
2024-07-12,2024-07-12,564.0,620.0,29.83,29.83,
2024-07-12,2024-07-12,564.0,620.0,47.33,47.33,
2024-07-12,2024-07-12,564.0,568.0,60.5,60.5,
2024-07-12,2024-07-12,564.0,531.0,112.0,112.0,
2024-07-12,2024-07-12,564.0,602.0,46.0,46.0,
2024-07-12,2024-07-12,564.0,605.0,41.75,41.75,
2024-07-13,2024-07-13,564.0,583.0,48.75,48.75,
2024-07-13,2024-07-13,564.0,613.0,190.8,190.8,
2024-07-13,2024-07-13,564.0,629.0,89.22,89.22,
2024-07-13,2024-07-13,564.0,587.0,155.55,155.55,
2024-07-13,2024-07-13,564.0,643.0,32.03,32.03,
2024-07-13,2024-07-13,564.0,626.0,52.44,52.44,
2024-07-14,2024-07-14,564.0,646.0,50.84,50.84,
2024-07-14,2024-07-14,564.0,646.0,59.6,59.6,
2024-07-14,2024-07-14,564.0,604.0,189.05,189.05,
2024-07-14,2024-07-14,564.0,584.0,261.48,261.48,
2024-07-14,2024-07-14,564.0,604.0,119.32,119.32,
2024-07-14,2024-07-14,564.0,585.0,57.36,57.36,
2024-07-15,2024-07-15,564.0,592.0,56.2,56.2,
2024-07-15,2024-07-15,564.0,509.0,65.1,65.1,
2024-07-15,2024-07-15,564.0,489.0,145.2,145.2,
2024-07-15,2024-07-15,564.0,626.0,36.8,36.8,
2024-07-15,2024-07-15,564.0,648.0,55.36,55.36,
2024-07-15,2024-07-15,564.0,507.0,111.0,111.0,
2024-07-16,2024-07-16,564.0,538.0,91.61,91.61,
2024-07-16,2024-07-16,564.0,587.0,46.68,46.68,
2024-07-16,2024-07-16,564.0,510.0,134.8,134.8,
2024-07-16,2024-07-16,564.0,657.0,33.55,33.55,
2024-07-16,2024-07-16,564.0,617.0,57.57,57.57,
2024-07-16,2024-07-16,564.0,534.0,105.0,105.0,
2024-07-17,2024-07-17,564.0,651.0,31.62,31.62,
2024-07-17,2024-07-17,564.0,630.0,57.0,57.0,
2024-07-17,2024-07-17,564.0,464.0,106.51,106.51,
2024-07-17,2024-07-17,564.0,437.0,141.0,141.0,
2024-07-17,2024-07-17,564.0,492.0,91.28,91.28,
2024-07-17,2024-07-17,564.0,590.0,43.36,43.36,
2024-07-18,2024-07-18,564.0,517.0,68.0,68.0,
2024-07-18,2024-07-18,564.0,489.0,72.0,72.0,
2024-07-18,2024-07-18,564.0,480.0,116.0,116.0,
2024-07-18,2024-07-18,564.0,629.0,59.3,59.3,
2024-07-18,2024-07-18,564.0,596.0,31.2,31.2,
2024-07-18,2024-07-18,564.0,478.0,92.27,92.27,
2024-07-19,2024-07-19,564.0,672.0,35.69,35.69,
2024-07-19,2024-07-19,564.0,564.0,57.96,57.96,
2024-07-19,2024-07-19,564.0,435.0,100.0,100.0,
2024-07-19,2024-07-19,564.0,438.0,139.72,139.72,
2024-07-19,2024-07-19,564.0,438.0,95.64,95.64,
2024-07-19,2024-07-19,564.0,506.0,87.1,87.1,
2024-07-20,2024-07-20,564.0,577.0,84.0,84.0,
2024-07-20,2024-07-20,564.0,579.0,54.4,54.4,
2024-07-20,2024-07-20,564.0,528.0,165.88,165.88,
2024-07-20,2024-07-20,564.0,616.0,29.4,29.4,
2024-07-20,2024-07-20,564.0,586.0,60.0,60.0,
2024-07-20,2024-07-20,564.0,528.0,124.3,124.3,
2024-07-21,2024-07-21,564.0,596.0,32.0,32.0,
2024-07-21,2024-07-21,564.0,601.0,54.53,54.53,
2024-07-21,2024-07-21,564.0,536.0,127.32,127.32,
2024-07-21,2024-07-21,564.0,534.0,144.0,144.0,
2024-07-21,2024-07-21,564.0,579.0,73.99,73.99,
2024-07-21,2024-07-21,564.0,552.0,46.1,46.1,
2024-07-22,2024-07-22,564.0,579.0,42.0,42.0,
2024-07-22,2024-07-22,564.0,584.0,56.0,56.0,
2024-07-22,2024-07-22,564.0,520.0,97.08,97.08,
2024-07-22,2024-07-22,564.0,587.0,24.32,24.32,
2024-07-22,2024-07-22,564.0,596.0,48.0,48.0,
2024-07-22,2024-07-22,564.0,487.0,71.88,71.88,
2024-07-23,2024-07-23,564.0,574.0,56.0,56.0,
2024-07-23,2024-07-23,564.0,569.0,42.0,42.0,
2024-07-23,2024-07-23,564.0,525.0,94.62,94.62,
2024-07-23,2024-07-23,564.0,587.0,28.68,28.68,
2024-07-23,2024-07-23,564.0,589.0,44.44,44.44,
2024-07-23,2024-07-23,564.0,531.0,72.08,72.08,
2024-07-24,2024-07-24,564.0,587.0,30.4,30.4,
2024-07-24,2024-07-24,564.0,546.0,53.8,53.8,
2024-07-24,2024-07-24,564.0,469.0,111.76,111.76,
2024-07-24,2024-07-24,564.0,487.0,155.44,155.44,
2024-07-24,2024-07-24,564.0,512.0,95.3,95.3,
2024-07-24,2024-07-24,564.0,507.0,77.5,77.5,
2024-07-25,2024-07-25,564.0,579.0,29.16,29.16,
2024-07-25,2024-07-25,564.0,544.0,52.0,52.0,
2024-07-25,2024-07-25,564.0,503.0,89.22,89.22,
2024-07-25,2024-07-25,564.0,476.0,160.34,160.34,
2024-07-25,2024-07-25,564.0,517.0,84.0,84.0,
2024-07-25,2024-07-25,564.0,521.0,101.35,101.35,
2024-07-26,2024-07-26,564.0,533.0,91.8,91.8,
2024-07-26,2024-07-26,564.0,529.0,72.4,72.4,
2024-07-26,2024-07-26,564.0,499.0,136.5,136.5,
2024-07-26,2024-07-26,564.0,550.0,51.49,51.49,
2024-07-26,2024-07-26,564.0,563.0,28.24,28.24,
2024-07-26,2024-07-26,564.0,492.0,80.0,80.0,
2024-07-27,2024-07-27,564.0,533.0,68.21,68.21,
2024-07-27,2024-07-27,564.0,544.0,165.99,165.99,
2024-07-27,2024-07-27,564.0,536.0,62.9,62.9,
2024-07-27,2024-07-27,564.0,511.0,38.0,38.0,
2024-07-27,2024-07-27,564.0,570.0,30.33,30.33,
2024-07-27,2024-07-27,564.0,552.0,99.32,99.32,
2024-07-28,2024-07-28,564.0,560.0,57.49,57.49,
2024-07-28,2024-07-28,564.0,552.0,55.1,55.1,
2024-07-28,2024-07-28,564.0,508.0,200.0,200.0,
2024-07-28,2024-07-28,564.0,517.0,360.0,360.0,
2024-07-28,2024-07-28,564.0,538.0,112.08,112.08,
2024-07-28,2024-07-28,564.0,519.0,91.56,91.56,
2024-07-29,2024-07-29,564.0,527.0,65.52,65.52,
2024-07-29,2024-07-29,564.0,542.0,80.0,80.0,
2024-07-29,2024-07-29,564.0,515.0,128.0,128.0,
2024-07-29,2024-07-29,564.0,508.0,52.8,52.8,
2024-07-29,2024-07-29,564.0,555.0,45.71,45.71,
2024-07-29,2024-07-29,564.0,511.0,88.0,88.0,
2024-07-30,2024-07-30,564.0,572.0,27.7,27.7,
2024-07-30,2024-07-30,564.0,588.0,53.64,53.64,
2024-07-30,2024-07-30,564.0,506.0,106.78,106.78,
2024-07-30,2024-07-30,564.0,486.0,168.0,168.0,
2024-07-30,2024-07-30,564.0,530.0,82.2,82.2,
2024-07-30,2024-07-30,564.0,565.0,73.12,73.12,
2024-07-31,2024-07-31,564.0,565.0,25.92,25.92,
2024-07-31,2024-07-31,564.0,573.0,45.0,45.0,
2024-07-31,2024-07-31,564.0,503.0,92.72,92.72,
2024-07-31,2024-07-31,564.0,490.0,128.0,128.0,
2024-07-31,2024-07-31,564.0,549.0,79.2,79.2,
2024-07-31,2024-07-31,564.0,580.0,50.42,50.42,
2024-08-01,2024-08-01,564.0,574.0,40.52,40.52,
2024-08-01,2024-08-01,564.0,550.0,80.0,80.0,
2024-08-01,2024-08-01,564.0,488.0,87.0,87.0,
2024-08-01,2024-08-01,564.0,529.0,70.0,70.0,
2024-08-01,2024-08-01,564.0,586.0,50.28,50.28,
2024-08-01,2024-08-01,564.0,578.0,24.08,24.08,
2024-08-02,2024-08-02,564.0,590.0,61.92,61.92,
2024-08-02,2024-08-02,564.0,514.0,80.0,80.0,
2024-08-02,2024-08-02,564.0,610.0,73.72,73.72,
2024-08-02,2024-08-02,564.0,644.0,44.88,44.88,
2024-08-02,2024-08-02,564.0,624.0,24.04,24.04,
2024-08-02,2024-08-02,564.0,549.0,63.0,63.0,
2024-08-03,2024-08-03,564.0,592.0,23.04,23.04,
2024-08-03,2024-08-03,564.0,574.0,33.0,33.0,
2024-08-03,2024-08-03,564.0,500.0,80.24,80.24,
2024-08-03,2024-08-03,564.0,522.0,141.87,141.87,
2024-08-03,2024-08-03,564.0,574.0,75.02,75.02,
2024-08-03,2024-08-03,564.0,579.0,70.57,70.57,
2024-08-04,2024-08-04,564.0,547.0,79.9,79.9,
2024-08-04,2024-08-04,564.0,566.0,40.0,40.0,
2024-08-04,2024-08-04,564.0,498.0,227.23,227.23,
2024-08-04,2024-08-04,564.0,542.0,39.17,39.17,
2024-08-04,2024-08-04,564.0,540.0,131.12,131.12,
2024-08-04,2024-08-04,564.0,597.0,25.12,25.12,
2024-08-05,2024-08-05,564.0,601.0,27.28,27.28,
2024-08-05,2024-08-05,564.0,573.0,46.28,46.28,
2024-08-05,2024-08-05,564.0,496.0,87.48,87.48,
2024-08-05,2024-08-05,564.0,462.0,156.0,156.0,
2024-08-05,2024-08-05,564.0,529.0,62.67,62.67,
2024-08-05,2024-08-05,564.0,566.0,56.24,56.24,
2024-08-06,2024-08-06,564.0,591.0,29.4,29.4,
2024-08-06,2024-08-06,564.0,568.0,50.9,50.9,
2024-08-06,2024-08-06,564.0,490.0,100.0,100.0,
2024-08-06,2024-08-06,564.0,471.0,156.25,156.25,
2024-08-06,2024-08-06,564.0,519.0,59.92,59.92,
2024-08-06,2024-08-06,564.0,568.0,54.1,54.1,
2024-08-07,2024-08-07,564.0,562.0,53.68,53.68,
2024-08-07,2024-08-07,564.0,447.0,157.6,157.6,
2024-08-07,2024-08-07,564.0,522.0,71.72,71.72,
2024-08-07,2024-08-07,564.0,473.0,94.0,94.0,
2024-08-07,2024-08-07,564.0,580.0,25.44,25.44,
2024-08-07,2024-08-07,564.0,563.0,50.72,50.72,
2024-08-08,2024-08-08,564.0,622.0,24.89,24.89,
2024-08-08,2024-08-08,564.0,567.0,49.0,49.0,
2024-08-08,2024-08-08,564.0,494.0,82.3,82.3,
2024-08-08,2024-08-08,564.0,495.0,129.84,129.84,
2024-08-08,2024-08-08,564.0,537.0,62.4,62.4,
2024-08-08,2024-08-08,564.0,588.0,54.56,54.56,
2024-08-09,2024-08-09,564.0,568.0,50.0,50.0,
2024-08-09,2024-08-09,564.0,525.0,64.25,64.25,
2024-08-09,2024-08-09,564.0,455.0,158.0,158.0,
2024-08-09,2024-08-09,564.0,641.0,23.94,23.94,
2024-08-09,2024-08-09,564.0,560.0,44.0,44.0,
2024-08-09,2024-08-09,564.0,472.0,92.0,92.0,
2024-08-10,2024-08-10,564.0,537.0,103.08,103.08,
2024-08-10,2024-08-10,564.0,568.0,45.67,45.67,
2024-08-10,2024-08-10,564.0,578.0,254.4,254.4,
2024-08-10,2024-08-10,564.0,659.0,23.6,23.6,
2024-08-10,2024-08-10,564.0,587.0,46.76,46.76,
2024-08-10,2024-08-10,564.0,533.0,131.25,131.25,
2024-08-11,2024-08-11,564.0,595.0,25.57,25.57,
2024-08-11,2024-08-11,564.0,571.0,40.0,40.0,
2024-08-11,2024-08-11,564.0,557.0,163.72,163.72,
2024-08-11,2024-08-11,564.0,547.0,285.04,285.04,
2024-08-11,2024-08-11,564.0,552.0,105.6,105.6,
2024-08-11,2024-08-11,564.0,559.0,43.03,43.03,
2024-08-12,2024-08-12,564.0,592.0,30.36,30.36,
2024-08-12,2024-08-12,564.0,586.0,40.0,40.0,
2024-08-12,2024-08-12,564.0,530.0,89.46,89.46,
2024-08-12,2024-08-12,564.0,534.0,166.95,166.95,
2024-08-12,2024-08-12,564.0,581.0,79.51,79.51,
2024-08-12,2024-08-12,564.0,605.0,55.2,55.2,
2024-08-13,2024-08-13,564.0,598.0,55.95,55.95,
2024-08-13,2024-08-13,564.0,567.0,76.45,76.45,
2024-08-13,2024-08-13,564.0,497.0,160.4,160.4,
2024-08-13,2024-08-13,564.0,639.0,50.6,50.6,
2024-08-13,2024-08-13,564.0,628.0,28.76,28.76,
2024-08-13,2024-08-13,564.0,510.0,104.36,104.36,
2024-08-14,2024-08-14,564.0,606.0,54.56,54.56,
2024-08-14,2024-08-14,564.0,689.0,32.04,32.04,
2024-08-14,2024-08-14,564.0,608.0,57.64,57.64,
2024-08-14,2024-08-14,564.0,518.0,80.0,80.0,
2024-08-14,2024-08-14,564.0,519.0,112.73,112.73,
2024-08-14,2024-08-14,564.0,572.0,72.12,72.12,
2024-08-15,2024-08-15,564.0,663.0,28.21,28.21,
2024-08-15,2024-08-15,564.0,606.0,51.0,51.0,
2024-08-15,2024-08-15,564.0,527.0,100.0,100.0,
2024-08-15,2024-08-15,564.0,536.0,199.4,199.4,
2024-08-15,2024-08-15,564.0,554.0,70.8,70.8,
2024-08-15,2024-08-15,564.0,595.0,51.85,51.85,
2024-08-16,2024-08-16,564.0,608.0,70.32,70.32,
2024-08-16,2024-08-16,564.0,562.0,68.75,68.75,
2024-08-16,2024-08-16,564.0,513.0,130.0,130.0,
2024-08-16,2024-08-16,564.0,527.0,79.01,79.01,
2024-08-16,2024-08-16,564.0,633.0,55.6,55.6,
2024-08-16,2024-08-16,564.0,658.0,29.16,29.16,
2024-08-17,2024-08-17,564.0,574.0,64.9,64.9,
2024-08-17,2024-08-17,564.0,565.0,183.2,183.2,
2024-08-17,2024-08-17,564.0,588.0,53.27,53.27,
2024-08-17,2024-08-17,564.0,610.0,41.38,41.38,
2024-08-17,2024-08-17,564.0,651.0,29.94,29.94,
2024-08-17,2024-08-17,564.0,551.0,86.89,86.89,
2024-08-18,2024-08-18,564.0,681.0,26.94,26.94,
2024-08-18,2024-08-18,564.0,588.0,35.0,35.0,
2024-08-18,2024-08-18,564.0,568.0,87.29,87.29,
2024-08-18,2024-08-18,564.0,526.0,183.76,183.76,
2024-08-18,2024-08-18,564.0,561.0,68.37,68.37,
2024-08-18,2024-08-18,564.0,584.0,47.0,47.0,
2024-08-19,2024-08-19,564.0,618.0,80.92,80.92,
2024-08-19,2024-08-19,564.0,618.0,84.0,84.0,
2024-08-19,2024-08-19,564.0,544.0,137.0,137.0,
2024-08-19,2024-08-19,564.0,561.0,74.0,74.0,
2024-08-19,2024-08-19,564.0,662.0,52.0,52.0,
2024-08-19,2024-08-19,564.0,651.0,30.1,30.1,
2024-08-20,2024-08-20,564.0,727.0,32.0,32.0,
2024-08-20,2024-08-20,564.0,727.0,59.5,59.5,
2024-08-20,2024-08-20,564.0,565.0,120.28,120.28,
2024-08-20,2024-08-20,564.0,585.0,169.68,169.68,
2024-08-20,2024-08-20,564.0,590.0,93.54,93.54,
2024-08-20,2024-08-20,564.0,612.0,69.25,69.25,
2024-08-21,2024-08-21,564.0,664.0,28.16,28.16,
2024-08-21,2024-08-21,564.0,654.0,58.98,58.98,
2024-08-21,2024-08-21,564.0,553.0,190.49,190.49,
2024-08-21,2024-08-21,564.0,536.0,269.84,269.84,
2024-08-21,2024-08-21,564.0,585.0,103.46,103.46,
2024-08-21,2024-08-21,564.0,594.0,55.75,55.75,
2024-08-22,2024-08-22,564.0,547.0,107.92,107.92,
2024-08-22,2024-08-22,564.0,554.0,53.92,53.92,
2024-08-22,2024-08-22,564.0,544.0,255.12,255.12,
2024-08-22,2024-08-22,564.0,560.0,52.0,52.0,
2024-08-22,2024-08-22,564.0,518.0,144.55,144.55,
2024-08-22,2024-08-22,564.0,669.0,32.0,32.0,
2024-08-23,2024-08-23,564.0,629.0,31.0,31.0,
2024-08-23,2024-08-23,564.0,580.0,55.2,55.2,
2024-08-23,2024-08-23,564.0,507.0,170.0,170.0,
2024-08-23,2024-08-23,564.0,505.0,268.2,268.2,
2024-08-23,2024-08-23,564.0,551.0,100.0,100.0,
2024-08-23,2024-08-23,564.0,570.0,62.67,62.67,
2024-08-24,2024-08-24,564.0,611.0,28.0,28.0,
2024-08-24,2024-08-24,564.0,606.0,45.75,45.75,
2024-08-24,2024-08-24,564.0,558.0,206.08,206.08,
2024-08-24,2024-08-24,564.0,550.0,262.35,262.35,
2024-08-24,2024-08-24,564.0,575.0,127.6,127.6,
2024-08-24,2024-08-24,564.0,568.0,44.48,44.48,
2024-08-25,2024-08-25,564.0,550.0,324.44,324.44,
2024-08-25,2024-08-25,564.0,558.0,40.0,40.0,
2024-08-25,2024-08-25,564.0,547.0,127.1,127.1,
2024-08-25,2024-08-25,564.0,553.0,211.81,211.81,
2024-08-25,2024-08-25,564.0,568.0,60.12,60.12,
2024-08-25,2024-08-25,564.0,621.0,46.2,46.2,
2024-08-26,2024-08-26,564.0,616.0,36.66,36.66,
2024-08-26,2024-08-26,564.0,601.0,59.55,59.55,
2024-08-26,2024-08-26,564.0,505.0,92.0,92.0,
2024-08-26,2024-08-26,564.0,482.0,161.08,161.08,
2024-08-26,2024-08-26,564.0,557.0,84.19,84.19,
2024-08-26,2024-08-26,564.0,586.0,56.86,56.86,
2024-08-27,2024-08-27,564.0,595.0,56.0,56.0,
2024-08-27,2024-08-27,564.0,569.0,80.96,80.96,
2024-08-27,2024-08-27,564.0,484.0,155.0,155.0,
2024-08-27,2024-08-27,564.0,646.0,35.44,35.44,
2024-08-27,2024-08-27,564.0,607.0,59.85,59.85,
2024-08-27,2024-08-27,564.0,510.0,90.0,90.0,
2024-08-28,2024-08-28,564.0,510.0,156.0,156.0,
2024-08-28,2024-08-28,564.0,573.0,77.36,77.36,
2024-08-28,2024-08-28,564.0,596.0,53.57,53.57,
2024-08-28,2024-08-28,564.0,528.0,90.79,90.79,
2024-08-28,2024-08-28,564.0,706.0,39.76,39.76,
2024-08-28,2024-08-28,564.0,625.0,59.55,59.55,
2024-08-29,2024-08-29,564.0,713.0,33.8,33.8,
2024-08-29,2024-08-29,564.0,663.0,59.43,59.43,
2024-08-29,2024-08-29,564.0,546.0,93.78,93.78,
